3.63811	4.85679
0.70418	2.05449
3.55703	4.39002
2.94016	0.590547
3.07803	1.53232
1.99555	4.85996
1.62836	4.38409
3.07326	2.00568
0.88506	1.79135
1.1468	0.0323563
1.57566	4.31523
1.73297	3.27619
4.7002	2.49492
0.0326054	4.05845
1.94007	2.72556
1.58386	4.25833
1.2293	0.63483
0.504562	2.31684
1.09974	4.25387
3.85727	3.94608
2.14371	2.965
0.584019	3.28986
1.50764	2.83022
0.670157	1.47038
1.68695	4.91239
4.52202	2.52611
0.565108	0.577488
2.50766	1.26258
1.68276	4.92351
1.88449	3.36853
2.16616	0.533452
3.93083	3.66798
0.322751	3.71816
2.511	3.17827
2.5375	1.98054
3.10331	1.71254
3.44082	3.32186
0.894549	4.83235
1.28198	3.32886
3.87212	2.42564
0.347303	3.60951
1.05174	2.89506
2.2781	1.00315
0.127563	4.43181
4.94562	4.87778
0.886178	2.02405
3.88669	1.99585
1.9147	4.72924
3.25813	0.821945
1.58848	0.333165
3.1152	2.70293
3.11744	1.69437
0.189098	2.17291
2.01515	2.6451
2.5499	0.145589
1.31914	4.00873
2.84794	4.2498
1.51106	2.76406
1.87072	0.928376
4.55008	2.67063
3.67626	0.971553
1.56887	2.34422
1.47114	4.16312
1.56378	2.65248
3.0355	1.18364
1.58533	4.08317
1.00487	0.627196
4.56974	2.84085
4.96493	3.29267
3.56623	1.10997
3.90635	3.95641
3.41729	1.65653
2.90205	0.761536
1.85477	3.74654
0.631259	0.902576
2.45366	2.0138
1.93017	3.73436
2.1585	3.38026
2.35516	0.252407
2.93843	2.69473
1.02492	1.20929
4.16097	4.03205
4.25218	4.22316
4.38094	4.74113
3.40451	2.03777
4.81878	4.81024
0.457542	3.83276
1.07828	2.65377
2.37867	0.0806611
1.66345	2.07251
0.538516	2.46168
1.99019	3.69123
2.3258	2.51287
4.07108	2.97012
2.00787	2.87392
2.48356	0.400297
1.3688	3.71584
1.65281	3.1227
2.20385	0.231434
4.00191	4.46263
2.39054	3.20316
0.134756	0.674099
0.076251	0.459317
3.71266	2.9574
4.79283	3.7076
3.3918	3.28469
0.0329685	4.27595
1.46171	3.03061
0.988437	0.115576
1.25505	4.03822
3.26821	3.40297
1.98901	4.54236
1.44152	1.76951
3.17854	1.61126
1.55876	3.45795
3.64741	4.15902
2.49163	0.69626
4.8642	4.61111
1.69818	1.22825
1.40575	3.30352
4.02427	1.27839
0.433191	1.12063
2.25957	4.11998
3.55377	0.673623
3.72139	3.51366
0.4212	2.2613
0.553307	4.85633
0.720919	1.43634
3.1142	1.33624
3.05039	2.84558
2.68071	3.86557
1.40417	2.76431
2.3051	4.81902
2.26112	3.58485
1.98052	2.2838
1.26012	2.80373
0.577881	4.44191
2.19649	4.22044
2.40265	3.62067
2.8565	2.37598
0.752391	1.59103
2.29176	4.56244
0.963433	2.23193
4.93418	3.34951
3.20102	1.86193
2.08372	2.31565
3.79829	2.70802
3.75234	1.86273
0.792367	2.6636
2.55806	1.91955
3.17345	1.37297
3.72058	1.073
4.13837	0.225509
3.49943	0.6788
2.39876	0.929298
3.82984	4.47072
4.4926	0.641031
1.78432	2.85154
2.55859	4.85241
4.18562	2.33846
2.50157	2.24177
0.252824	2.94051
2.0148	3.14873
3.53291	3.38246
1.44286	1.31315
2.55235	0.397681
4.29254	0.832072
1.3687	3.34199
3.783	2.65991
0.151633	0.967878
3.64497	2.6798
3.41228	4.36306
1.57283	1.25054
2.33608	4.15913
1.39866	0.265953
2.82931	2.96694
0.492801	3.04623
1.53829	3.45159
1.80674	4.58207
4.70002	3.17925
0.50448	0.0489214
3.70377	3.04443
0.627426	3.9187
3.81652	4.01346
1.14531	2.62695
2.91601	3.73159
4.61522	2.25903
2.79462	0.518936
1.58963	0.148693
2.93883	0.78257
2.28118	1.36197
0.0277974	0.242894
1.70423	3.52481
0.965924	3.60815
2.86821	0.792339
1.52139	3.06023
1.25163	3.48481
3.51857	1.2232
2.39683	1.13232
0.958927	4.3623
2.77774	0.539994
4.52223	0.971973
4.21294	1.68052
3.12688	2.90571
0.479347	0.429362
4.39698	3.64833
0.337234	1.50288
1.79969	1.77192
0.53187	1.87862
0.707413	3.83025
0.804106	3.22484
3.16991	3.32922
4.35869	1.23779
3.34987	4.26043
3.9078	1.8224
4.86893	2.94205
4.11677	3.63093
0.0555044	2.06322
0.930736	1.84785
0.740869	0.799252
3.64422	4.13425
3.91711	2.52285
2.74403	2.16219
3.08931	2.66311
2.29076	3.14133
3.15017	0.452416
0.406847	1.70038
4.06693	1.3329
1.38999	1.34724
0.940077	2.39397
3.5289	1.14436
2.49148	2.23676
0.226091	1.07333
4.57265	4.95949
1.65304	4.99104
2.68556	1.82431
0.288249	2.6489
0.965519	1.68664
0.768695	4.61169
4.40763	0.0876915
1.41563	3.60611
1.98997	0.242613
3.68848	4.10028
2.80712	4.68493
1.46327	3.42575
0.0380378	2.23634
2.21979	0.453502
3.59771	3.58208
2.1642	1.57808
2.92546	1.11704
0.121025	2.56683
3.1046	1.45247
3.9571	3.72589
1.55763	2.89547
0.156304	4.31494
2.17307	0.0813751
0.64498	2.97858
3.67283	4.07793
2.93277	1.16228
3.30156	3.06253
0.807715	0.259793
0.449737	1.24769
3.22754	1.90327
3.30741	2.72938
4.47362	4.08081
1.7887	2.81804
3.28982	1.17396
4.56537	1.30024
2.23832	3.14212
0.446059	2.29081
1.62268	2.48083
2.7828	2.7504
2.48541	1.48832
2.10751	2.79635
0.587255	2.66194
2.09448	2.47697
0.0429828	1.7582
0.641571	2.92592
3.39428	1.12847
4.52556	2.17052
0.19588	4.16209
2.0006	1.25055
3.92552	1.17718
2.3617	3.85995
3.41257	1.88277
3.26565	3.16012
1.491	2.92176
1.70604	3.58404
2.99841	3.29599
1.71491	0.05889
1.25192	4.39388
2.52323	0.795266
1.10491	1.94048
2.20958	4.46369
4.30997	1.13616
1.61263	3.33596
