0.0782318	3.73402
1.78803	2.37222
4.42384	3.49392
4.16716	1.29164
4.36678	2.26945
3.18886	1.6549
4.69514	3.20001
0.0200746	2.74387
1.29424	1.75146
1.04858	2.49941
3.45311	3.31672
4.12049	2.16315
2.3685	3.91657
4.17654	3.92587
1.71919	4.47942
3.00441	2.91461
3.8162	1.3243
3.72473	3.17638
3.97112	0.978405
3.72067	0.076725
0.56033	2.15416
4.97913	0.157964
4.32925	1.60254
2.40714	1.07827
3.50375	2.88922
0.0129802	3.25844
4.39216	2.9658
3.57342	1.32235
2.74262	0.836037
0.623832	2.20267
0.662315	2.50602
3.66906	2.7689
3.25554	2.44352
3.57434	2.84756
1.8791	2.69524
1.90395	2.64715
1.32638	4.74273
1.9057	3.82849
1.62633	3.42511
1.3646	3.22478
0.0259342	2.70058
2.07299	2.771
3.67426	1.57911
0.140579	1.54608
3.83327	1.65999
2.19106	2.7487
2.86043	2.15329
4.2929	2.78626
4.05446	2.94146
3.65229	1.72764
2.58193	2.41058
3.14078	4.05038
3.83726	4.95476
1.98435	1.42622
4.0622	2.90047
3.1794	4.00182
4.15993	1.11335
4.52499	2.37171
2.74421	0.309968
3.98583	2.7618
3.41446	4.86898
1.28129	2.86582
4.53454	1.36116
3.30112	1.37539
3.79701	4.83248
4.25641	2.11377
2.16459	2.78135
4.64026	2.63497
3.35707	4.36169
0.0521905	1.07836
0.14414	3.18879
4.06591	3.18234
2.52809	0.989078
0.276743	2.56725
4.27741	2.70569
2.61567	1.94482
3.00593	0.0854965
2.08214	2.75364
4.48269	2.22893
3.29317	1.79857
3.31135	2.57301
0.49359	3.13529
3.79062	2.24806
2.73836	2.29869
4.86235	0.00680069
0.582805	3.31484
3.31578	1.17728
3.45659	1.9173
3.66373	0.270757
4.37972	2.28621
4.09554	0.987951
4.14406	1.37665
4.17193	1.43937
3.0576	2.71494
2.49658	2.9381
2.971	3.3937
3.33702	1.46474
3.49621	2.76129
0.743388	2.80596
1.41496	3.53276
3.18082	1.89577
2.28392	2.72727
1.89981	3.74497
2.37685	4.02873
2.48427	3.37953
1.59419	2.65365
0.119227	3.40396
3.63826	2.92944
3.79579	2.23995
3.26177	2.62172
4.10984	2.33328
4.63947	2.24246
4.10491	0.348385
4.39797	2.83614
1.62715	3.08075
2.62771	2.71628
3.96973	1.83519
2.35982	1.76464
4.77568	2.64393
0.73896	4.9382
3.2169	1.52263
2.49383	2.01323
3.25222	0.990315
4.035	2.79362
4.51303	4.76253
2.7269	1.43922
2.61562	2.31525
1.74336	2.0275
2.75646	1.8298
4.86659	1.65812
4.48127	1.08872
4.76923	2.14168
3.39616	2.35187
1.5156	3.462
4.25281	1.24088
4.57224	3.7672
3.13479	3.11812
3.80663	3.1682
3.05638	2.55878
1.49979	3.42555
4.17705	2.18551
4.39784	1.26345
2.62784	2.58668
3.79274	0.346685
4.18557	1.16083
4.04737	1.46681
4.87179	1.7228
3.69317	3.63212
1.66426	3.53552
3.81486	0.247847
4.3196	2.58714
1.62041	3.39155
3.78783	3.15744
4.58229	1.77179
2.88516	1.86578
4.04715	1.37957
4.16527	2.12228
0.118301	2.52785
1.69067	3.40032
2.18072	2.53592
3.8016	4.74795
2.70712	4.41189
4.33533	1.20782
2.68483	1.86505
4.17712	2.04824
3.64851	2.75221
4.7654	2.12296
3.81407	4.80062
0.786521	4.7297
2.56623	2.57251
2.49591	1.0256
3.17265	2.06098
3.99579	2.08901
2.28938	2.56652
2.47622	0.739585
0.643819	2.98242
3.80196	4.77704
3.21423	4.2328
0.963427	2.49061
1.6695	4.15013
2.59345	2.78684
3.81671	0.334973
2.4284	2.77211
3.71869	1.39237
3.62836	1.19996
0.0801766	2.14177
4.56903	2.05928
4.40134	2.41999
3.33289	3.03473
3.46878	0.352784
0.220485	3.28248
4.21383	4.67872
4.12069	2.78343
2.72255	3.92138
0.985133	2.47382
0.743212	2.9453
4.82874	2.26484
0.324192	2.79819
0.665162	1.03454
3.4168	3.07154
